model,owner,mileage
L,ZLw4aHM6Ba,7821.118652
rRfGbD,bU9PlzOJv36w78'VuS?,1069.055054
Htfmpxz-qpN,dAW4X0 gH3IDOmGpg9tug0q,8760.500977
HYD,EOuWtak4USoLHB5UBqnk3tH,5776.154785
x,qvVAaaJhcd5p'M6FvDq,504.985382
gbcpNhuReJuU,gqHOiyU ,487.240570
Yb-rRyr,ojq85CPf,8474.212891
kcP,PszUWD!UIL,534.544250
wQoNjyGLmUVvyIPh,Nt6ybQ9OE#Lx,3062.299072
NoemhZ, XNz#99i2?z0UZ,3898.763672
YRxJwvtDcloU,SgR-h5!AU,509.473724
gnAwXkWTQYsTRLs,1sZf!E-9GgNo45J7's1X5l,7568.853027
omBMF,3hYPVx6BCBzZU,5508.305176
tLiJb,elMKfbZjc,446.469604
Vw,9sBWqsaUNYpIPbal#z,6065.091797
pJLLGZcvWo,TiOfZnio2?hj2cE1Kdtn,4303.494629
 mLRuRYCJcBOxXxH,!?O0rUHC4P.EBLtZSXFl68Twpexe,8153.098633
yDXhyhqBd,xY7xerZPF'p5L3qw,4304.995117
TtGcbKOBAgVi,Eeq2Sbt,8788.725586
eDdfAdkJGtAsBUE,1P9Lsh2b75'i T5U?MzIhY,8927.842773
JHX-poErXTp F,gaZlU5XyourMN a2'V'GSFdg-p ,2227.347168
EFIKJfh,o-uJ!Wp,6666.883789
XpWbFJotmKdgKDLt,sN7TD.r5,9508.100586
VVGVaTzPOX-Lb,Jrc09vCP7GEx#,4588.247070
zgrEPWkUYBZua,VowRqbF,8211.894531
vDm bLGqRDrmbzaW,e1JJ2r8BovrpPK.,2434.359863
suP,r9vGqWrNj21s8u4zv0c70GvXNj0PvZ,7430.349121
hCpkHQNoRTdgX,XRKGk3M1kyMGrDxnsuqbusRTj5C,5040.764160
DwESPH,Qm'h1r?deyzDunLPa,5095.307129
rcPPCw,iCeo!s,6981.154297
Z,uED1-H#X8T3jTI45.,2949.692383
XgriqyEyKYQo,5Gk8Rx4!gSxG#ne5wzwV,3976.187988
dJnlDMGBuxM,oqIoxLDk#MGlIhTy,2510.134277
mZvYXF fz,i6BEBE1GW,854.998718
EkfODSjNcG,jQcjZeGiDAKgNRl9AbR2cX4,8213.832031
WgAWfPTiI-NA,cxipQm,867.792175
yyI,CfWBZ,1786.614136
YshUgs oRjJtCpbM,Erm,8429.061523
zKMIWlQxpGxVmi,f2qHfBWy4TOEwUVsabQ,2549.699219
AXjrm, aA24,2801.402832
U,yzLNOHihj m,809.253174
DYaj bnZ,fCEr'aIA?JEP6W!vd.ZgPKD-,256.011047
HORDwtjTqKunjpk,6ZUKFDy#SslucXTfLzy2'Bx1bIRU8#w,4626.829590
CrfWybwHwa WxM,0zoGY2zGtakDT5W4hBCpG0tpZo,9266.054688
EJof,g5EE8JR#loQIg-IXm,3988.925049
GhimPLVP-oGx,hBO,4356.079102
Ec mUCd,BPnhTJh2ZG2xcFD5q8AW KBUa,7166.284668
t atjBQJszi,o?dPF3Y'O-2.uT9EidKk4NNT14PGX,221.509995
SFhnLTEeB,F,1004.072754
TZmFKz,TU'AEE#7'Oxt,858.242615
hwkDwoum ahY,C9R8LDD-#S6Df5f.rvCdhwfGpmEI,8534.786133
joCvIXAUw,iOP 6.CMOAF0P1CtNo'lfxd78mDoYw,7005.665039
yDwRmQzAjRd,7asQyQR,7520.783691
Ea TbLNLTCJVoIz,jrPwV!oxHs5DHI 5-tlOZy?t#wB0YDb,3736.143311
aym,Lq.prShcrT75'u No9#Iof!'aeU,5891.306152
K,Btauq8mS1FEh.5UbhD,6985.883789
-P-LvlM rhHGxKr,D5N'95,636.412048
XZ,mjVG7,7060.868164
WygVwhm-q,8vfHGZsWiVCx.2L5TRMp-EtAnk# Sc#y,1092.226807
FDUMWGjbmI,oZY#rASo6wH1JBfA,428.855499
ZUfZTxCxCLHfTor,u!EN8dpIdg5kC,5905.504883
q,o? s?gaBi22w,3676.823975
WIzOlowXNX,0A'6rLtNfiK7Y!zF0p#,1974.654419
bGHHXcmQijE-wx,rEMAy0NE bM,2774.533447
sb,nL1#-d.NGPI,3036.136475
oqlisHim,nV?Pzn,1543.506714
-ylicBUMXl,7OaVi-OQmGOsS#uqR#x,3295.224121
D hyWZlgFGARwUp,.YcaoHF29qHGVBoRfmgep,432.100983
hczvrworjYu,8S',44.967896
RkhNjSpTZCTVTb,Rxk6N2,431.602570
AQSjK,W.,3450.623047
gsHB kjhXsXAJ,D2-pWk ndq6XvZH5xOC,7860.860840
xmwxPKuUP,kI3hTCnj9Q AgO1t7I HKraWm,3077.222412
MHvsHJBlAImIjH,9MrMLGd.6?QgGsUN,507.653564
KMoHEi-xRuzayzuB,kX Mu9JDJ55hOPLFk48rSQ3drZ,5271.362793
IZKwhrlJpis,ljx#VtOi502?xBk?Las37B,7298.853027
Si,S.pNPTiKelBNzA9VwBy!,4005.345215
TEXZuq,0O'WJ,7151.323730
dGTA,!PsEqq3Ok,747.867126
VdCdL,YY7-TpG8.4bVFZMHPRdGg9p,1748.465820
UCyRlLCG,w1GRTpnkbaQoHP5ND,3214.131348
Jk-jAnm,qiUZg'gs1fWurhv,2127.689453
 kbUUTqX,ZJt,8244.442383
rd,G0 Tq2kjxNEKJouBC9QKn-iD,3172.844238
loxvOvFmxJto,wf3d.m6Rj.jag,7195.120117
ggJ,9rEBucHcSK#tZ5p2dcu,2034.688477
eBJhXkrBc,v!pEppZD!N-,6684.631836
CTM iyxOqj,fn8oMREQ,9597.983398
aVyroUCPvb,btT'FM28BvcJhDvtiW'M4Yslsb,7751.298828
arDsYnLD-NwIC,eJY41Bl'!S3'I3MF BIR0cDa,6722.070312
nqlHT,avQzvR6lR!,2107.212158
T,MXPSW8t0BV Q5b#y Xo,9784.207031
vFDOVAgMl,Vwn1lGzwuRUrqhB#k,283.043762
RwfEhFrqUZpsSx,#zBq,9679.163086
CEnWL,zM9ow#coOKrtj17sv9agT209Y,5072.067383
QHJCfgqPlkmew,U?,970.723999
ErPx,mXiq7#D8.B0MGwXRpM,4750.611816
ArgFBDY WrtUG,7viiRU6vhrHaGbqXEk0Opy7. JOM?,5824.931641
uYchvKcm,FX8gZE2n#WLsZqzP.G,3844.904297
IJSBZBfjlQi,0xfw?LZG-bl53!E0dLA0os3cR,6457.120117
 qteZSmrAVqT- M,JLB7g5SGctR0B8x9,7262.947754
njpsyKa,NM1HalBy7LtT7vF!yL39tSgJMY.v7n5i,3367.248291
OxvxYTgTjjaGV-,Oob'zXuMYV?Foyu91ae7CSx,5645.290527
-FwdMNKLUaJCslQs,6XUP3wNMlocdVG,7839.229980
roiQQqAjgYOoxKZ,7w,7432.257324
OfErpaKbSJgb,TQ-zG.eTSZs,1826.400513
g-pM oZ,jfJ0c#dzFBY!,920.403320
vVRlKbXpBmGRigK,9PFSOen,3601.610352
xwfIrAnUIFedD,#b-aA-,3697.845703
eBPjdbnFbsARVNHb,Q#qTbj0?HXsb,8091.654297
JxypJD,YKXUu4JAWJLfRmAoZWg4n,1270.777954
IYlDxNHNM,hr,8066.535645
LSygMImIBIHUfMm,30usPUleW,953.232971
shLACAtHd,J,6786.544922
XBaXUIKP,GmZUsggA f7qJU4xIi,6750.223145
YgdUX-Cx,N.giOYA2B,1183.934570
ALBMbTiDE,BYV?BLTJp3,60.949574
drlNCYyBIe,Qcz#i ?SJQq-8U8P,1179.376221
LW,'FA!GChJG9cy4UNvoQfiz'jWHtdN02N!,4079.142822
O R,n5SQvzxYklansOCGG-i,219.322678
vvVfFVLsPUrSdbx,!a-VlJWkF6mt4,1149.068848
Z QZCgyOYYsij d ,OkzM?gxbkPqDkbm-gVelehUuZuC,8676.066406
Neh,SqTcWmG1H59Z0MoCX#'!#27BPXSlx5oX,9949.622070
JvHGeIZLH,ORyrd#qNJArYY?w45aYeY,331.121948
QyG,9sILqzNPUr0''7 9ApyByvCxAx,4617.542480
H,mRTKETpGc5.1,2586.125000
kBMNjhwtSiHme,s-dorL4#'Y'k,3471.516113
iWcwEDSNZ,IOtGP5r,3328.664307
SvbqumwO MOsvFf,#2EvmDA2S4.VdQ,4993.178711
wdkmPS,5g!t,7444.429199
EaO,xSdQZO4X.t8-k8Zyz Lrao-xDEB-FqyG,1805.582397
hmvgFSG-fzJqco,V41rgKcu#DyO8f8GhcPL3V,3370.879639
EAKplvo,UUqeT'igYI!M3,2167.531494
