model,owner,mileage
gAUFYpn,IPLzYShMGfc,3996.859619
kpMHfIOEjVCMVBx,IPONh7Zb7.HbZrVsEQorhADax.,1063.047852
s,IPQY6-9'b3'v#Ah4JTsU0'mOH8il.,492.132355
PFYlFuJtichayh-,IPSZF-8VztyjPFZn,2774.888916
-JpLI,IPWL1VcLAjF,9955.607422
XKXEogjnA,IPYA?Ricx?MryC!LhEHkUy,9241.835938
a-JFtUfRfXJ,IPaCoytKA sFF7isuCa hVTTz1AO,1736.312866
NXZBylBpw,IPdNHt,9379.206055
-FfxkvdxN-GuFHND,IPfzNqf,713.008911
NHAtYy,IPiT.f0KLPw0HawylXlhc,2619.226562
CrsJDDSdCpO,IPlDApo'6ccjs311uWHDIE,5418.832520
HFHIZkXjP,IPmo24N r09Q,5647.804688
tZnnNn,IPs!ds#!HI?Fq5VEXX4Awpmp20cbw',4828.559082
EEOsCBg-XuJpaoU,IPuz9cW4ZRoE'e,464.087250
JOQhaLKwp-hwDti,IQ,7279.884277
b,IQ zeWeiQ!dvYBop2UyU kT7KDEhhy,5512.237793
uZQqBkp,IQ!hlUIlunMtPmZBauGWc.'XPG1r,1061.463013
VLiZsyPY,IQ.c.1Y4B7 fqsAEOmDfCQt4pwVhka,3830.544678
ukvQ,IQ4m3X2z3gCqf7s,2246.935303
CxNofqmo,IQ7ICl7xe.E3uq0iH-HQuZJ6dZ,1905.399902
MNEEbVCjnvrgV,IQ8rDhlE!5fhqp,7050.231934
sOAO,IQB9zrOHdYauPnH.PEOLL,6873.960449
OAVpevj eL-TeOz,IQGi2HnCuEWP'vSyBRrpCeeW,1079.404663
xs,IQJjbrtk022j.s'ALvr87UEs,2894.657715
RFbBHO y,IQK7RgSNlTJIcI9-#g,3785.683350
LYaQgPhO,IQKOAh3n5CaQR.3j8D?NpoVJZ0O!,706.779907
kOhvq,IQMyo p?MYRr7,7175.443848
afqtyEs,IQN#'vGL,7082.633789
hzOSrbWkPVvJe lr,IQNb2R,310.519745
DKovVMhfotGEpuK,IQQ0k-fp!u2fcTwEyq-2K--JiXZCm,9356.352539
WRQsQqUkZWM,IQXK-N#wByIU'keOm2CsaZY4I,9153.735352
odXtki-fCQGo,IQaeqv,4389.289062
dgkQWYPBjCvIXxn,IQdWBLCdNqMmhE09H7JH'9h-CizH,344.499878
LpuB,IQl,1616.851929
UF,IQy5M,8069.131348
Xr,IR,5601.148926
sa,IR LcIAVQDD7?Z1#rcVBl#Jb5 G,893.513855
nQwPYBjtgfaFXQM,IR2 V82qJGT8tT0#pFmv'AYqKUd,2506.156250
UlmVKS lZbRFOhrS,IR65v,5665.960938
LQ,IR9JS!4,41.418369
lvCRVyfhYUl,IR9gkrvfhZVqZoO?AeOeU'T,5890.204590
jUX,IRAe,5345.791016
yFNLSADVnRG,IRAvjw!w369ZK,8570.712891
rxrLE m,IRH1,2915.924072
FTBhu-Aj,IRP!XX5s oCx#8ZFVASNiAiSoO,1198.966675
BbQg,IRPI1y51uCif!GyXGl.kubFz5DlT8xp,7659.287109
Y P,IRRaqHbsiEuH!JZ!sAX4-H,3483.351807
SyTqbCR,IRWm2oPfy4cY,6169.862793
iNtxRee,IRZ'OVPiYNT,543.666504
Fu,IRZ9JzKuYzShfVqQwo?vec1A,5862.420898
zo,IRaf58e5AAAZdN,6398.951172
gCQgAet -tUF,IRbjA'6h?q'YWQgrQ,715.066711
VkyeyVd,IRc f!fjaQ,8517.789062
zcZaobBLnpXQ,IRetoWyvjXv.w5EVvj.NL6S2Z8h,9627.027344
EhPp,IRidNw2EXd4lGWJBa!PFa-N LBKk,2546.683594
GYBDNniS,IRkYVMhm7s9A,730.463013
xXDxHZs oT,IRnX8y#XeKT5M,7579.541992
TR JjIu,IRvEYyUdbH9x?RtCh9fos,5611.467285
rZaaEoLV lAJNY,IRymJW'bY#RA'k9ELabY,476.898834
rcZWKgUqtyoerUIQ,IS,7774.136719
PMac,IS VWlAMU1JtJ,2567.069092
GUKRzQo,IS!WaXIPEDiFDnNUJjC'W77Gv,4781.482422
RcdzAwhCqA,IS!qPIBv.kf.7ryd2svqVBGfauWjG Yz,3485.533447
YhQgxCwxsJ,IS.K2i9xx G-AdsG4-0nBaIbP3 3 VqG,1732.487305
XgC-hVCp,IS62RgsNA?.R2J2wK.At2iFYN,295.031860
davZxOI,IS6Oc#H7,6099.434082
FZuvQBxtRsnnk,IS9o3E?t4V,7792.387207
lNPegmTWcM,ISEq?-EedGqMG,5971.047852
XyzHcEhBDBJF,ISFmmz2CjYSQywWaqeea!WzS,6992.889648
XIGndzDfyya,ISJxIkwvxfhlo#pPye,7254.107422
iyfsSRLfiJi,ISWjr9lDMZ,3319.960693
yI,ISZbFum ,5531.437012
rqmb pJnMmx,IScIy?GQfB!dIaI8znDrhbpFYx5#ZZRt,3290.200928
UNVcztkUJsFkM,IShw -9GxRa7zBjuqb,2146.148926
Oee-RcWATs--pcYB,ISuxqKXC 1iB7oq060F,4411.444824
W,ISyX2f1cUQLSwvd1E55zVEgI3L,3302.288086
XsfP,IT,174.093552
eFfzyOyQpDtatTJk,IT#J'fz,1613.657104
oBS,IT0GhlWwp7lcsTLW,4173.000488
eyILjKqoM,IT2FM.zpzyd0U,251.599396
IO lxp,IT3JMM2Nk x7i##wdf7e'Fk1qinW7,2346.067139
STJQtux,ITDw!ZSmut,9864.343750
iaMwKDJXbm,ITF36cKzc0J-Ssf?o-,3440.817383
Mwi,ITNCcuYGGN#ARN77U86,4648.321777
ZO-s,ITW'7Uu50x8OD50LM,8304.886719
-hnDkt,ITfkNvdw,7406.209473
MiNdohk,ITg5tLmUCLyK-LUdJaODd8nv410,6588.252441
dTD,IU-g,9001.186523
ASDwJZ,IU5MVF3i4J4- 0nOv1f4z.BM2d.QMM,4450.916992
ZCugCUdRrhztMCd,IU7F6G,825.758423
aqwAIOxa,IUCSyDqUSoXtr'P-,3401.954590
YZQInFzRsQiks,IUMM10QHHeBC#9h15,2607.111084
zIDVtJvlXmMM,IUQMMHhbaeWg'K-CkAE7s4lwP,6916.668945
rMHdPnDZvJHD,IUWhE1haBeCnd8oTyA0por,3647.050537
IOLrgu,IUa8suTn4Q6jYLWxi5F7mt7TK,9328.758789
nNCfYmwpnbzln,IUqDs,8543.318359
NyYdN,IUx6?0zdN IksCinhXP,4112.139160
qwhBKaOG,IV.aEH'ClbR'FM1qNVdDhCnpir ,7083.220215
faDuCWK,IV3b-ctocPtk#C?YRTr1,7581.085938
qb,IV6sgUhbGOo7ItWF94yucbE,3268.287842
xOjCMFcqXSfzC,IV9V 59TWwFG?ZVepw0#bwLe9,9901.696289
fwICLEX,IVGm!uqzXIsE#YmP5gWOL4CxbDr,9649.356445
BKOQ,IVHq fMevd6i9wujmD,9181.931641
WMyBOviSPpa,IVND2JEgl'S,7733.568359
ofzIzC,IVNr67OOP3OVPpcURag wV'5Ew,1501.734009
FhtwralT,IVi'm.MbLCYF'PouCFG.zkm2is,9949.079102
dMdXYbl,IVi3mF0qCspEMoa,1910.878662
pP,IVkg#nOJLzAKdhywwGKrG8N8ff-W,4408.504395
aXfUMrYkEiW,IVrRJD4'fe-5Murt7j,7176.116699
KSogvMrBA,IVrr9KFWegwEGK6D8fc!rfaFIw,6679.758789
qYygYUUX,IVv9nhpRgXSjuV'wx39uR4i,3997.737305
PueWQUnwsw,IW6807gruypCmsB,3765.092285
JPR nSSmbLP,IW?yZz.OKUzoMG8yaOQIqT,5404.502930
Uxjun,IWEfN6VQO,8640.121094
LZFj-AspICw,IWF#i4U'Zb,1178.790161
JX qs,IWH -T8w5,8399.930664
GYdHrqMZHGVL,IWJRvzKymtTZQzEE,8803.483398
OopLSiwrtfSXsvr,IWKG?Xqv,610.776978
EQ-OAZnTFaAuIZ,IWKLcaDiDz8CD,9095.851562
WpXLFMw,IWOpNTKxpjF5cLKIU,7429.318848
ua--iqXdulWRp n,IWP s0vPD G#i3OyjnsDdO?aKqQ8CjdD,2155.822998
WBLDcNxa-,IWPknKYDres5i1-RU52.wNS!Bwic,4121.364258
Li,IWUPi,9673.068359
tVNFfqzCNs,IWYQlYHM'y'icG88.VIXa,3719.206543
RdMgpHiHw ged-,IWYVOGy ,4935.582031
OggRiZTESZxKZNO,IWhpH,9483.720703
ecpiwZ,IWjx0j,1943.689087
gXLbrl,IWl#SvF'8W0FCse0uXP2,9346.127930
eOWnzEkcg,IWm !8ma9ohZ'8,5566.859375
q,IWmPa1U?.unDllZXstfN,5274.112305
aE-hEQczIsgFOB,IWmzi'pJKkku12,2449.955078
FN,IWpt-U9?-cl8 -Z2b2ITmPXq,4219.231445
ZJtu,IWroQ#Dd#O0,6528.343262
heuPm-UKQ,IWs2?Sx.#BsubO,4766.225098
KfYhCZ,IWsKFM.2uDuH5e58 ,9866.337891
iOl,IWsh?YZ01Gsd?N7S1rKRq,5295.112793
VHPnA,IWw4Nu494XFraowYkt-ll.A,7637.583984
mTfjoxTDtNli,IX,1626.649780
FybEU-VFgVN,IX#eg PUAiTsY6dcdt!Ys0D#I!E!O9Q,9840.713867
ipmEPMGsZTaj,IX-6afrPMmC'RjMy4o9B pSh3,7606.199707
ELiEF,IX0qI#7k3D7Nc#CD.OzTb27PxNyE,7505.563477
fDBoFZWjxrErQyXz,IX2BkRbk 1jRrg8EEdrh5KXibxOov2,2040.211914
CLiJxstdb,IX37pC0ckun5MT#HQpflv,6560.816406
ZhGCvRvmHLHXczqc,IX3Gvz0LgEfCxYiFBDUr41KYz.A,1477.073608
qKdXggvRYn dTIgt,IX7DE2bFcSqSryOchC,7769.563477
DtOxG,IX7d3..isiIQm,8285.784180
frdCwTTKSsl,IX9FwGIK,2738.727295
aFRIpippuJYeQ,IX9U o9iPic SfMIekKl#3bOXt#v,6955.640625
P,IXAeUQ.dCb6erM!l4cw9B3vx,9159.769531
JT tjyhjKqbMB ,IXDU,9513.734375
pGzlcAKrMsxrBd,IXEyXU,7365.614258
axqGXk,IXHI'klLFNt' w2kL#'MG,3769.439453
IGoYtjqoIxa fTZt,IXI1XlgQkYF,6814.544922
KdrX,IXMkd!8eFr,8412.100586
IQDTCiikTkDT,IXVa.sO0rg53og5,4874.238281
Z,IXW4xs-NXkNoqd?U,5914.300781
yuEEdkzq,IXaM'T7j#2eG9QxqAo296y,2273.518311
xolhDCPWgsTPb,IXfkukU-IRYQk8rqrx-E#w,7149.627930
cnJXaDGIDE,IXgtOF64'mloxC?eHQGkk8 hK6xiEBt7,5523.526367
PKpyfDgIXr,IXiw#10 wXl,5196.641113
cVfsgYLnH Yq,IXnNIo1FUqVqUo',8227.449219
irSvfdbfTj,IY72u!fbRWwlldc7,2036.552368
MaDbt,IY9T7ueNYR.3A5rAX'KCfFB?b,2702.462158
zy,IYD,8862.236328
vIIq,IYHBRC3kX5!HNOY,3141.047852
sbRS-f ,IYJJW?U3WXU?gJ,7679.804199
sQHcijrBJivnbP,IYiL-lxNw,5144.905762
PUCymP,IYm-UPLJVGA#xGWsTonzO,3296.564941
AUIkxhX,IYp !a6m3La5AiI9N,3636.756836
EmBdwlDdXPrESZNh,IYx7lfybLEpW9aFbI2-,2633.932373
fUUBA,IYy!DHcMAI!Qs6,6461.087402
qcmauaf,IYyyYig!#ythZtB'If3YDpDWF,1315.396362
Fm-aEeKP,IZ5j7M4qKbPHBx0KAWCNz0#MT',92.333817
wzi,IZ6Ee#a?AH9qpFt?gwqUQO9!.lzvyu-,108.043312
lwQxJYPkdTTYG,IZOBGevwIM,4689.761719
crNQrBNbmTqJ,IZXJX LSz#MzlTdkVj9gbhHJpBPj6,3298.759277
oXRf,IZc',1614.226440
BvrLjfj O,IZe-iq8wSjlhqhGzy2Y STgG?V,9268.073242
BrjfnkIcGTYKU,IZl,7417.668457
LAq  -TQ HxuB,IZs#'oTTEsV?jp,4430.551758
dAE,IZyuhdV'QQ1yr,7654.219238
MZNuhkXE,IZzZpX?ZhrsKEf-GvG3ra,1349.892944
TIGCcHwBdgOq,Ia,4955.494141
JWw,Ia!,8995.059570
uHAPNgtUgv hajlT,Ia'r0NvJa.cY'UzT 1PkW,8201.994141
WsXeRjxBRB,Ia-AGzKoVUt9  xpkP6uCI?vrGbtTS,3284.558350
PIKkTiMxCrBlmB,Ia.lZ??bYDUSAzL6!,3206.899658
V-Xy,Ia8?XptkE0T!Kg272JR#ySkStF.y,4492.018555
KLhgCs,Ia8GfArFgupMw6Z8qa0j,5241.885742
 GoJVIrvMuwrRH,Ia?Dy96dS'cTym529ysKQlw7qIiMu ,4048.775146
YPi Lk,IaAU0.3TbZCHnyD8wcHYK4w3s3hT,7005.943359
zWeCZDYhx,IaBSl,7183.280762
mO,IaHxKiCd1'B7. TzsHS,2791.922363
nPiZd,IaPoI.Zq!0tNtZ.a5P!l-9z4Ov,3762.598145
gXTJIUf,IaRsT16-2sk'd?EbOc?x1'.lF,6776.276367
MClisEOzlJMP-qPM,IaSO4uxPhrxmBNlZ9,9584.124023
LenjotK U-,IaTdligfv htOj0vN5,2693.150635
Y,IaXUtTRnJnh'OxDcHiWwz9V?3f,4748.229980
VefxyRbW,IaXiy.9,6603.692383
jSReHcEjkfbYa,IacY'PKUKnDWWv72yuY9X,3116.531982
cWO,Iahk0r1JkM-k#PI255OpREPtQHhV,1753.866577
QhuWUHi,Iamc717-SgnHE m8GfkSq4L8m-ojmr,9420.993164
SqUexCBkLKWdFN,IauiYtVdXo68nsqION'D5A,7835.006836
LNUqKDMWkh-ESG,IavKKeVW0ruhQmTP?4F6XI7be'7A#X,5574.625488
KTOOziUlxCdw,Ib,7017.003418
SAPsOEqa,Ib2,9139.665039
pvlWhuxGXyAIk,Ib5Ki6sIpqOWcmYFp db77nDAd,3838.050049
qoAyURPi,Ib8ZXtx7eS#aTCqS,5072.087891
qpHkthhqgDVJ,Ib8y5rJ'C3,721.665405
e,Ib911z,283.493744
pOJYdNhStZWLh,Ib??!'T34Zcar cvCoVy#OprMb,3436.545410
kXuHxWGZUOxa,IbHOrMqjmI0CC412,4270.373535
PZefHydljx,IbJihLQLDx7y,6384.892090
p,IbLJ9ig2u.w61Y0,1093.236938
qivvMK,IbRV!2lFjqTt6zLoa7gEuag-G,257.219299
KpCUvoclV,IbVPw,6658.488770
U-QyBWEQPhtIuVn,IbVZqzZFGQm8WBp???O'I 5S#oiAs,1659.749878
WNcUVXtCSXnpSfY,IbVpwG7NU'-SMLwDXqj.UyM9P7n4GVW.,5875.536133
Se-ByH,IbWT5oO!KH26gdQjS,4252.438965
DQJAq,IbXFnf5SLr-N9b8OncCnhbtY,70.926239
aeFeIVYpQpA,IbXmEtiAR,187.531448
Lg,IbZG9IwxRAU !f7859'N'LWzF8r8ggM,8713.353516
J,Ibb-Rvrl3sFn3EGa!T1y6sr?zGciyJ'r,8573.151367
HwlHVhMTjwk,IbfnOY1n-3mLxC,5641.788574
TXnzOj-ywjKP,IbjTl-,2476.060547
MOe-AIrPZQGDjQz,Ibq9jC,5130.805664
crYsoxSk,IbwGikinY-N0EAARw,1309.239868
uJG,Ic,249.936966
kxtce,Ic Obv4#nAxR,2265.490723
H,Ic-thdg.s'f6,6817.533691
KWYpBOmuB cSa,Ic.avJ'z,7800.244141
NUtlsSKaXvBbUNB,Ic5RTwMje,9091.598633
BBUT,Ic5nhKTSEmHLU!t0-QrXbUoqWG,1131.174805
QTLnoAPgPEmEaj,Ic8KdhWviwVOl9jqU',6090.838379
CPAp,IcLFCGmS8?,5124.771484
bH,IcMXKhdwWMlqpDzRRwnH5vD-3OK #Sf,6834.575684
HyxmvMsSBuiUrAbU,IcTPpte-vFzsqaBBs5R5jYgOOq,8419.994141
iic,IcUNo0C9870xGUlbuvMz.fYh,249.651230
WysHfzTLg,IcUpHyoKp#Utk17?KCFCIU,4713.979980
cJdjUMBXsMXrrZB,IcV5..xXV0D1E',9565.913086
nmOlLyUtL,IcdW-!Pbt,5194.185059
SY,IcgbQEA!z,7913.446777
usvGgwhIE,IcimQbv1mxx74mAe04T IJLrAzaKt8ws,2607.268066
RKRkK,Icjoxk P5uG0Kx JeZxqd6w99pqhNro2,5762.543945
muFlVI,Ick4uqNL86Pn2-d,4986.997070
BhIFKgWCxNeGu ih,Ick8N4IKKKHj5ld!DSQKG,3955.504395
XmOwqvejbugTaVT,IcqV7k'c#GAU-ogtx'JWoPEqqybc,7614.548340
C,Icspx8  8DwQ#32!ggM4QI,7652.605957
z,IcvNs,9636.880859
BCM,Id'JA-6ji#aguT# yrK6kfEUf31dh,816.645813
c,Id1LPzg#ZBaCpBMe64aklsc,8635.737305
CosEqwDrvrNwdt,Id6NvCbrt?Q'tXFA?y?6PsJyOqdUFLm,3009.547607
ct,IdF,8750.356445
ck,IdF 63mBK',7853.697754
XdwCWZUKLOrzT,IdH'0 3yIaOzQ4fm0tA9,574.929382
DMS,IdILlW0a.,6956.240234
LMbieH,IdK6?sPq6H,900.413147
LCSRvGFh,IdKVgZOc H?,2976.015625
mpD,IdMJhOno3P6',7564.673828
PFaNLn,IdNVirUtnplc,9781.118164
cpBy,IdNw3,6625.383789
vPaeIIOpp,IdO5,6715.868652
WCpCrKINJYGm,IdOOMZ5Dp0##g#pSDppp0!T,765.569214
tOEwASlmWDPnu,IdP6MaLnU,526.706299
IPlBuCV wGARJxEU,IdWdAdeHKKa9b?e,7656.369629
 FtLeHV-GKVcfDs-,IdZ,217.265640
GAgLhRMVs-,IdiwoPH2b50Q,2877.052734
EjBhfOGdoI,IdnagYPPZyfvvMNpNy?KCE,6390.171875
H-lxsjEZLqFEZn,Ids8Wg#BS'.Ia091I49!3AWwibzZPM,1972.799561
iOi,IdwyDJC!eiiNV,8090.306152
FibNqOlYESNXU,Idy8J1,569.569641
bvn,IdyfvxrYLb,5492.685059
WSvxnbFmsrCLngR,Ie G9J,3685.630371
Y,Ie#hlFecvNYEAJ0q,8501.188477
 pEXXiDm,Ie1VJ2oz7MM.,2591.509277
wILP,Ie1eYbDv,9329.153320
ahDiyeq,Ie9-uCY,971.196228
bD,Ie?X5aHTbTEV6DR uTBuwe,287.490723
TSglumwqyfzLZ,IeADiWpY!b,1393.279907
umHPP-BVTsPgRfEz,IeC2LwaGkeK?TGP?w-.,6280.552246
KU-KcP,IeG-YdMYGrk!yAkjAwIZ1YGWUwtWF .,5507.976074
hEvNyMmVYORjbkap,IeGlDj.rJpZUWgUPZlIqZH,718.964661
-cqGGj,IeKG6tSSwRXEZUisqZ#OGhU.1QULPP,8366.738281
LRVyOcFiQ,IeN6Au,5165.412598
iYPUCBoAYfDcy,IeVRKWscRZw9zSJHoB,7119.190430
cIDK,IekqsqT5lzh1RT!1fBzWZSW9?e 4ct1,9932.333008
 qAjcxUDRdSiZ,IemM-7,6220.046875
gqkSe,Iemynvv'o,5184.831055
IuhsaXSNzycuC-q,IepDmSesmnCWgYskWh?FOXqRU!z#,9735.268555
-dTPDrDWq,IeqpK6mYqe2VWWHe3ZqRw'?WHDhGz,5209.528809
neSN,IeskvRdeoiIqXw1-Ti,7623.010254
OvDmTdWcpt,IeslFVv#TN,5708.315918
DnVyrJDZiL-,IewnE3,7045.217285
DyKLNuIxgeV VpIl,IeyCX0h,3677.139404
OVavtrxvapWpN,Iezu7IkMmca'S46,1232.026123
zFE-,If,7287.742676
MBB,If CgpW6u4jY,9225.523438
gC ab,If LPdQp2 .'CiXgQFfcK1kVIo2v,6745.924316
vD-aEXXzGrwoIPOj,If56-XjW56kcCT7GnHLl5,3402.207031
mEGBivLBZZz-XcIN,If6!9y7Zzf3XMJ,2753.845459
VhLTQJriOLfFhZS,If6qr#gUYl!AcZPxNSy!OsFOb,8740.817383
hoeoZzn,IfCwZ!u-!7C-pu,4367.031738
rrAjYP,IfG376kgbTbE6o2jlU#rvIqPAfEPXOU,4900.163086
SbLBAK-aXUadOqv,IfH D.AN0OE9nr,9934.209961
P,IfH?k6YC  CTf6C.?Bav!rqjTT,1597.625488
aztptZNb,IfI'2c!6zs9Rj?zh0R,4907.276855
WcU,IfIojWIhiQQz5gJB,2836.941895
d,IfJ dL0eXAz5.Zngqg.!vu!G,8066.271973
AGoXnSOcVBIecs,IfNDbU,8966.764648
-ZSjz,IfOHfYWLdMGV5TEBhKC,8680.300781
qFanknDyIn,IfRnktbWef,1078.102051
BVRgB,IfUc-2VXO?jtlUQ70Rrt,412.725586
yXH,Ifc!AjrYobi21HW-NkWP3DE2xk,1391.095215
NTYeApPwbw,Ifd,5189.284180
dsiagPGR,IfgR'zOiSRl1YQqWb12uw?DUnTynD,5556.482910
 xLXA-,Ifgpk6,3630.616455
HgPEFcri NcOFs,Ifid511g,3238.386475
cq  Sril S F,IfjH2zqEix29xcs'oNT?WZTpE0v8wg,9128.123047
lNeQaRnXLP,Ifl!D,2417.971191
XmOOZPYceiiREIZy,Ifotl.dIwSc8j4MxGDMD775?d,6648.797363
EoHSnM,IfpT2Uf3I#U-C,3961.801025
QqOVQkSGa,Ifsgs256EaSjKw3fXUJXziz1AW1Xoh,2556.874023
geIchJHWXIrdOW,IftBzbTQM,926.679077
qfthQ,Ifw2,4232.619141
 LBak,Ifx1icIZY5Zw6wnV0.wu,6739.390625
wdogewFvHEcy qF,Ifzg4txaHBQWLxb,4124.127441
vovQtmZMS,Ig,9428.233398
AgpJlasPCAEx Uq,Ig oM24GeaSa,7429.728027
uB-COBIGRLja,Ig#LdkWK?z5BLu5Tgg #kINRbeESq,6935.501953
zRRbexEw-P,Ig'h'VEPDt N2usWz94T94sAlEpX 6,4442.788574
HA,Ig.rKYGBbp,9269.799805
tb,Ig2DpnCQrYEIor,4899.534668
ZgiHXHkSUhCknCgz,Ig3ddBfZd,3989.812500
iAiMvJ V,Ig4s?oP,8737.999023
FUUUPNufcQofjKk,Ig7NTxYjkNb8,6757.787109
tH,IgF662l.-ao!4w0f0Re2eJe,8229.287109
vINRbjFhCfvK T,IgFYnoVb,6898.030762
HALrUpjNtfhT-cA,IgHc8Y7jrMm4EZ6sp3k7E,5590.307617
IdIXx,IgI.v0DCNV4!G smByMil O7USjE-'9,2857.346924
par,IgIMSMU,8505.715820
ygzMcpSyf,IgOIYksMkM,1662.749390
wspQdCInG,IgSdqlXQbx-0RK0r0!VTXTTswfM,4005.101318
Amp,IgWzknxVB48IppiyHuOtlIig?vwpBn,9999.623047
lXFNNVDoylnS,Igb3OlqAmYMxMviKk,2016.658569
buDgK g,IgcbaCDcQa1Cu6H,6465.095215
cmEuCe,IgegfmM!'N-A?vvLI!R3zi'Rd,4935.762207
MKhIVgTKfmeFy,Igf.m6Fo3WVRy,1994.106079
sbaEcY,Igj?pn6-nCs,6702.861328
eRQfdsNu,IgkD.XwFWddw,7068.198730
HFz-OJfLyFL,IgkdIc9GQ?0RI#x!zy p#bYJtm,9523.705078
HdzZNePPyUCyjYJd,IglmMDin?kwYE? hwT iQD9r3.hS,3924.942139
ClhX,Iglwsef!Y.lwbf2hqZOa9Kv,776.139343
xMckTc,Igxl?F'4B.CPVoF#oMQEBlkX  vH,7952.935059
fauhLEA N,IgxzZG?n0,6627.002441
KxmFyZxK K,Ih#W78?sG!2g,7847.526367
Tae,Ih-,7426.492188
MamBwc,Ih1,7945.090332
hLPK,IhDiFAOw5YLs9NOdMj'-DvLpWKZRCZ,9224.705078
sOj,IhEmQzkE!r,3151.139893
ntZbnywqaRPDF,IhH79MCdgXk 44oz,5041.238281
FgIBleoQZDBFoOaY,IhIKA?f4hc?.L,5180.735840
-GB,IhMMI8iZP1tsYpPY,5545.976074
RjP,IhMP13TC?d8oJ3OOnk,2315.783203
kS,IhOLYnrlb8d4T?7w4HrVS3,1546.721680
EgQz,IhPKPj-QYLKGUCbBuy8,7228.643555
SHZjRXrgazOG,IhQmTIGNitqs5Z!kDRboCnUX,8131.106934
 pyP-qQRqRy jc-,IhS#.WtfBVfLwzzN!5F,299.302002
susKvKU nUPaZ,IhSHzB8F4uwbH,9240.688477
HqhexBsWIbxRZ IC,IhXLI,179.427567
cCYjxhDnMAFSa,IhZaRnJLux2dXx7FO6K9 p,8058.328125
ZIpFqDgnpsI,IhZfkjYhpyw.ihM.llm!SR1H#nn,2776.767090
pQhxnKsADDUWjKO,Ihb5fIL0cBLHW0Mp9'Ofelzh6-SHU,7362.980469
oPxBtNbA -AatbiB,Iheuv?68XJfC,603.170593
M BSjbNZ,Ihj 'OjLRj#0,229.396225
tixSOo,IhjUHUuILdE?e3e1KigX!R#cA#dUCQVS,6379.521484
brXKjkAl,IhksK'4EF35,2171.320557
Hmge-qpmpHqgia,IhliXfl2Xie,4713.917480
KYCJHzs,IhmEoj7z!c OsBO3gg!wppd-LXxlVo,6554.762207
jAzDN,IhugqWr3,7649.593750
YqsiXXl,Ii-tf2Yqzsj#THqCV2t5wmE51,2021.088501
JZqBiVswr,Ii9AlVy#J6hO8y,7532.988281
FIIR,Ii?jLPnCwO#qL?qTqkOXs,477.114471
lnZbGzxb,IiA7-1,9423.558594
ueoBv,IiBO!N4jA4!KSV8jGwCsrGF0jwyy6w,7702.548340
N,IiDA A8X??j,8097.347168
MBffgSbNwZuTXaKT,IiEgrjOhHo9TM8HSDVyPFF!FupaqkZ5!,6996.543457
peVWiXfCWkEIK,IiGSK!B,9579.933594
mgwhSdrAxmchYi,IiT6DTN,552.752686
QiCu,IiYwb#l E!mLQj'Um2s7B3X0I'TjUxow,1090.969116
eYgwZDxIzRoK,Iia4WiuiTZ.CmZnY?AHGB3,4626.770508
py,Iib9!SWQ.SXIv1 t2OuoE,8276.304688
IbJm,Iid!2LxpWs03J52CDxEtF?rudxW,6383.173828
dljqlRBwyQtOd,Iig,4702.969727
tWhHwXa,IihMrM0k94ju5i ,5055.892578
TbItaMbrswe,IihVlQpX5cQ,8300.727539
FBLKyFPnvgAzMd,Iipx#2?'f6D.sNM4g,1306.788208
V,Iis3eaJRDoRkSMVE7R?7Bt'at,5271.490723
njVFq,Iis9M#Wy?iSTO-#Fa?hBYMbeRG,9238.489258
pQpgVCbJM,Iit,802.530945
LdpMKPjJE,Ij,2460.570557
BrmVRXQUIw,Ij9NmOTp7vEgHY4wOlTT8sbV1bBV0wR#,1456.837646
nicLYOk-O cpU,Ij9pcHn!jX,8710.346680
zndbwzGYBUHhQLv,IjCtL?0#s92NBfnqI7hxE!?ZSz,8248.553711
BMRh,IjFXyDNDbV.1y286F,2703.679688
Fu,IjGJYA0yFZ,9715.020508
NmlPHOiXfZxqV,IjHAn,5256.288574
fsEXFKqSURSe,IjIm,8417.823242
B dBxIlh ,IjJrdXkfIqkPOF!yRBSWT t5B,7106.338379
lOy,IjM3JQF0 csx ykDHDlG.cYb K,2606.171631
Uia,IjNd,5350.444824
DJnXHW-Vu,IjQqmXW3,7461.305664
IyLvuLTrSB-LE,IjWEU-XslOL 5BuH?BaVqS4gBKbH,127.736069
ZChX-JJNshKfPhkH,IjoFA5#qw2PznlFrVw2u#!CKYdi,6650.524902
KkaXjgdBlM,IjoZH13i,9527.242188
ZFsGhLxtwPyxBzP,Ijs-bbMCFxFsGyRs7.!Y'C3-wbGqq,758.060242
uMem-yBI,Ik.n,1993.473267
OXmzRnjVIAOZhzN,Ik.wBwACLDbK94TKik!A6C,4943.938965
SbYKAx-jVEdlCh-W,Ik0dQVwqsqCOh,7774.279785
IGF,Ik5ds,1158.617920
UQoqJcresixFcM,Ik9CJjVTv jzzT!kLIfow m?4bSX,7777.474121
L sEFJC,Ik?3RnAOyEva!Jx3c#u?t,9982.612305
iojvhKnFW,IkBZ2q6-LNax.bW?1C758.,4006.843750
SMLIaKx,IkC!r2d5##bHnq4F'zoRO,2434.705078
wMPwOrFvtuxHQ,IkHUVvC,2810.945801
umh,IkMtg,1829.164795
eGuAHsKArItvvyj,IkOrl0SkuP.P,8722.567383
VnaormZoeQbfwWBO,IkUwEUoGdEeYDfB?#fNUmlJF7 c6L2,9555.575195
